distance,Wind speed @ 1m
3915.4,0.5693234419
3917.8,0.5693234419
3920.7,0.5693234419
3923.1,0.5693234419
3926.9,0.5693234419
3929.3,0.5693234419
3946.3,0.5693234419
3951.5,0.5693234419
3954.4,0.5693234419
3956.8,0.5693234419
3959.2,0.5693234419
3962.1,0.5693234419
3972.7,0.5693234419
3980.8,0.5693234419
3982.9,0.5693234419
3985.3,0.5693234419
3987.4,0.5693234419
3990.3,0.5693234419
3995.5,0.5693234419
3997.7,0.5693234419
4000.1,0.5693234419
4002.9,0.5693234419
4005.3,0.5693234419
4006.8,0.5693234419
4017.7,0.5693234419
4032.4,0.5693234419
4035.3,0.5693234419
4036.7,0.5693234419
4039.6,0.5693234419
4042.4,0.5693234419
4068.6,0.5693234419
4096.2,0.5693234419
4118,0.5693234419
4124.4,0.5693234419
4127.9,0.5693234419
4130.8,0.5693234419
4133.6,0.5693234419
4136,0.5693234419
4141.7,0.5693234419
4167.3,0.5693234419
4194.3,0.5693234419
4215.8,0.5693234419
4229.3,0.5693234419
4230.2,0.5693234419
4231.6,0.5693234419
4330,0.5693234419
4377.5,0.5693234419
4465.9,0.5693234419
4516.7,0.5693234419
4567.6,0.5693234419
4605.4,0.5693234419
4625.7,0.5693234419
4640.9,0.5693234419
4663.2,0.5693234419
4681,0.5693234419
4711.9,0.5693234419
4725.2,0.5693234419
4795.6,0.5693234419
4810.5,0.5693234419
4828.3,0.5693234419
4838.4,0.5693234419
4904,0.5693234419
4928.7,0.5693234419
4948.8,0.5693234419
4963.9,0.5693234419
4968.6,0.5693234419
4974.5,0.5693234419
4979.1,0.5693234419
4985.6,0.5693234419
4992,0.5693234419
4997.6,0.5693234419
5003.1,0.1766963777
5009.6,0.1766963777
5015.1,0.1766963777
5020.7,0.1766963777
5027.1,0.1766963777
5033.6,0.1766963777
5039.5,0.1766963777
5045.9,0.1766963777
5052.3,0.1766963777
5058.8,0.1766963777
5065.2,0.1766963777
5072,0.1766963777
5079.3,0.1766963777
5085.8,0.1766963777
5093.3,0.1766963777
5100.7,0.1766963777
5108,0.1766963777
5114.7,0.1766963777
5122.1,0.1766963777
5129.4,0.1766963777
5136.2,0.1766963777
5143.5,0.1766963777
5150.8,0.1766963777
5157.6,0.1766963777
5164.9,0.1766963777
5172.2,0.1766963777
5179,0.1766963777
5186.3,0.1766963777
5193.9,0.1766963777
5201.2,0.1766963777
5208.6,0.1766963777
5216.2,0.1766963777
5223.5,0.1766963777
5231.1,0.1766963777
5239.3,0.1766963777
5246.9,0.1766963777
5254.3,0.1766963777
5261.9,0.1766963777
5269.2,0.1766963777
5276.5,0.1766963777
5284.1,0.1766963777
5291.5,0.1766963777
5299,0.1766963777
5306.4,0.1766963777
5313.1,0.1766963777
5320.7,0.1766963777
5327.4,0.1766963777
5335.2,0.1766963777
5342.4,0.1766963777
5350.1,0.1766963777
5357.2,0.1766963777
5364.2,0.1766963777
5371.4,0.1766963777
5378.4,0.1766963777
5386.1,0.1766963777
5392.5,0.1766963777
5400.3,0.1766963777
5407.3,0.1766963777
5414.3,0.1766963777
5421.4,0.1766963777
5428.5,0.1766963777
5435.6,0.1766963777
5441.9,0.1766963777
5448.3,0.1766963777
5454.6,0.1766963777
5461.7,0.1766963777
5468,0.1766963777
5475.2,0.1766963777
5481.6,0.1766963777
5487.9,0.1766963777
5495,0.1766963777
5500.6,0.1766963777
5506.9,0.1766963777
5513.3,0.1766963777
5520.3,0.1766963777
5526.7,0.1766963777
5533.7,0.1766963777
5539.3,0.1766963777
5545.7,0.1766963777
5552,0.1766963777
5558.4,0.1766963777
5564.7,0.1766963777
5570.4,0.1766963777
5576.7,0.1766963777
5583.1,0.1766963777
5589.4,0.1766963777
5595.8,0.1766963777
5602.1,0.1766963777
5608.5,0.1766963777
5615.1,0.1766963777
5620.9,0.1766963777
5627.2,0.1766963777
5632.4,0.1766963777
5639.1,0.1766963777
5644.8,0.1766963777
5650,0.1766963777
5655.8,0.1766963777
5661.5,0.1766963777
5666.7,0.1766963777
5671.6,0.1766963777
5676.9,0.1766963777
5682.1,0.1766963777
5687,0.1766963777
5692.2,0.1766963777
5697.4,0.1766963777
5703.2,0.1766963777
5708.4,0.1766963777
5714.1,0.1766963777
5719.3,0.1766963777
5723.6,0.1766963777
5729.4,0.1766963777
5734.6,0.1766963777
5739.8,0.1766963777
5744.1,0.1766963777
5747.9,0.1766963777
5752.2,0.1766963777
5756,0.1766963777
5760.3,0.1766963777
5764.1,0.1766963777
5767.6,0.1766963777
5771.4,0.1766963777
5775.2,0.1766963777
5779.5,0.1766963777
5783.8,0.1766963777
5788.1,0.1766963777
5792.4,0.1766963777
5797.4,0.1766963777
5802.3,0.1766963777
5806.6,0.1766963777
5810.9,0.1766963777
5814.4,0.1766963777
5819.4,0.1766963777
5823.2,0.1766963777
5828.3,0.1766963777
5832.1,0.1766963777
5836.7,0.1766963777
5840.5,0.1766963777
5844.3,0.1766963777
5847,0.1766963777
5851.7,0.1766963777
5855.5,0.1766963777
5859.1,0.1766963777
5862.8,0.1766963777
5866.4,0.1766963777
5869.3,0.1766963777
5873.1,0.1766963777
5875.8,0.1766963777
5880.5,0.1766963777
5884.1,0.1766963777
5887.9,0.1766963777
5891.6,0.1766963777
5895.2,0.1766963777
5899,0.1766963777
5902.8,0.1766963777
5906.6,0.1766963777
5911.1,0.1766963777
5914.9,0.1766963777
5919.6,0.1766963777
5923.2,0.1766963777
5927,0.1766963777
5930.6,0.1766963777
5934.4,0.1766963777
5939.1,0.1766963777
5942,0.1766963777
5946.7,0.1766963777
5950.3,0.1766963777
5954.1,0.1766963777
5959.2,0.1766963777
5962.8,0.1766963777
5966.6,0.1766963777
5970.2,0.1766963777
5974,0.1766963777
5977.6,0.1766963777
5981.4,0.1766963777
5985.2,0.1766963777
5988.8,0.1766963777
5993.4,0.1766963777
5998,0.1766963777
6002.7,0.1766963777
6007.2,0.1766963777
6011.9,0.1766963777
6016.6,0.1766963777
6021.1,0.1766963777
6026.7,0.1766963777
6031.2,0.1766963777
6036.8,0.1766963777
6042.3,0.1766963777
6046.8,0.1766963777
6052.4,0.1766963777
6058,0.1766963777
6063.5,0.1766963777
6069.1,0.1766963777
6074.5,0.1766963777
6080.1,0.1766963777
6085.5,0.1766963777
6091.9,0.1766963777
6097.4,0.1766963777
6102.9,0.1766963777
6109.4,0.1766963777
6115.8,0.1766963777
6122.3,0.1766963777
6127.8,0.1766963777
6134.3,0.1766963777
6139.8,0.1766963777
6145.7,0.1766963777
6152.2,0.1766963777
6159.7,0.1766963777
6167.1,0.1766963777
6174.4,0.1766963777
6181.8,0.1766963777
6189.1,0.1766963777
6196.4,0.1766963777
6204,0.1766963777
6211.4,0.1766963777
6219,0.1766963777
6227.2,0.1766963777
6234.5,0.1766963777
6242.1,0.1766963777
6250.6,0.1766963777
6258.8,0.1766963777
6268.2,0.1766963777
6276.6,0.1766963777
6284.9,0.1766963777
6293.3,0.1766963777
6303,0.1766963777
6311.4,0.1766963777
6320.8,0.1766963777
6330.4,0.1766963777
6339.8,0.1766963777
6349.1,0.1766963777
6358.5,0.1766963777
6366.9,0.1766963777
6376.2,0.1766963777
6385.6,0.1766963777
6394.9,0.1766963777
6403.4,0.1766963777
6412.7,0.1766963777
6422.1,0.1766963777
6431.4,0.1766963777
6440.7,0.1766963777
6449.2,0.1766963777
6458.5,0.1766963777
6467.7,0.1766963777
6477,0.1766963777
6486.3,0.1766963777
6495.7,0.1766963777
6504.8,0.1766963777
6513.3,0.1766963777
6522.6,0.1766963777
6532,0.1766963777
6540.4,0.1766963777
6548.9,0.1766963777
6557.1,0.1766963777
6566.5,0.1766963777
6574.9,0.1766963777
6583.1,0.1766963777
6591.6,0.1766963777
6599.2,0.1766963777
6607.7,0.1766963777
6615.9,0.1766963777
6625,0.1766963777
6633.3,0.1766963777
6641.5,0.1766963777
6649.7,0.1766963777
6657.9,0.1766963777
6666.1,0.1766963777
6675.2,0.1766963777
6683.4,0.1766963777
6691.6,0.1766963777
6699.8,0.1766963777
6707.1,0.1766963777
6715.3,0.1766963777
6722.5,0.1766963777
6729.8,0.1766963777
6737,0.1766963777
6745.2,0.1766963777
6751.5,0.1766963777
6759.7,0.1766963777
6767,0.1766963777
6775.2,0.1766963777
6782.5,0.1766963777
6789.8,0.1766963777
6797.1,0.1766963777
6805.2,0.1766963777
6812.5,0.1766963777
6820.7,0.1766963777
6828.9,0.1766963777
6837.2,0.1766963777
6845.4,0.1766963777
6852.8,0.1766963777
6861,0.1766963777
6868.3,0.1766963777
6875.6,0.1766963777
6882.8,0.1766963777
6889.3,0.1766963777
6896.5,0.1766963777
6902.9,0.1766963777
6910.2,0.1766963777
6917.5,0.1766963777
6923.8,0.1766963777
6931.2,0.1766963777
6937.5,0.1766963777
6943.9,0.1766963777
6950.3,0.1766963777
6956.7,0.1766963777
6963.1,0.1766963777
6969.5,0.1766963777
6975.8,0.1766963777
6981.4,0.1766963777
6987.7,0.1766963777
6994.1,0.1766963777
7000.4,0.1766963777
7006,0.1766963777
7012.3,0.1766963777
7018.7,0.1766963777
7025,0.1766963777
7031.4,0.1766963777
7037.7,0.1766963777
7044.1,0.1766963777
7052.2,0.1766963777
7059.5,0.1766963777
7067.6,0.1766963777
7075.8,0.1766963777
7083.1,0.1766963777
7091.3,0.1766963777
7098.6,0.1766963777
7105.8,0.1766963777
7113.1,0.1766963777
7119.4,0.1766963777
7125.8,0.1766963777
7133,0.1766963777
7139.5,0.1766963777
7146.7,0.1766963777
7153.1,0.1766963777
7159.4,0.1766963777
7166.7,0.1766963777
7173,0.1766963777
7180.3,0.1766963777
7186.7,0.1766963777
7193.2,0.1766963777
7199.6,0.1766963777
7206.9,0.1766963777
7213.7,0.1766963777
7220.1,0.1766963777
7226.6,0.1766963777
7233.3,0.1766963777
7239.7,0.1766963777
7245.6,0.1766963777
7252.3,0.1766963777
7258.2,0.1766963777
7263.2,0.1766963777
7269.6,0.1766963777
7274.6,0.1766963777
7279.6,0.1766963777
7284.6,0.1766963777
7290.3,0.1766963777
7294.9,0.1766963777
7300,0.1766963777
7305,0.1766963777
7310.1,0.1766963777
7315.1,0.1766963777
7321.5,0.1766963777
7326.6,0.1766963777
7332.2,0.1766963777
7337.2,0.1766963777
7342.3,0.1766963777
7346.5,0.1766963777
7351.2,0.1766963777
7355,0.1766963777
7359.7,0.1766963777
7363.9,0.1766963777
7369,0.1766963777
7371.9,0.1766963777
7375.7,0.1766963777
7380.4,0.1766963777
7385,0.1766963777
7389.7,0.1766963777
7394.8,0.1766963777
7400.4,0.1766963777
7406.3,0.1766963777
7412.7,0.1766963777
7418.6,0.1766963777
7425.3,0.1766963777
7432.9,0.1766963777
7441.4,0.1766963777
7450.5,0.1766963777
7459,0.1766963777
7467.2,0.1766963777
7475.4,0.1766963777
7484.6,0.1766963777
7493.7,0.1766963777
7501.9,0.1766963777
7510.1,0.1766963777
7518.4,0.1766963777
7526.6,0.1766963777
7534.8,0.1766963777
7543.1,0.1766963777
7551.3,0.1766963777
7559.5,0.1766963777
7567.1,0.1766963777
7574.5,0.1766963777
7582.7,0.1766963777
7590.3,0.1766963777
7598.5,0.1766963777
7606.1,0.1766963777
7613.5,0.1766963777
7621.9,0.1766963777
7629.2,0.1766963777
7637.4,0.1766963777
7644.8,0.1766963777
7652.1,0.1766963777
7659.4,0.1766963777
7667.6,0.1766963777
7675.8,0.1766963777
7683,0.1766963777
7690.3,0.1766963777
7697.6,0.1766963777
7704.9,0.1766963777
7713.1,0.1766963777
7721.3,0.1766963777
7728.5,0.1766963777
7736.8,0.1766963777
7744,0.1766963777
7751.3,0.1766963777
7759.4,0.1766963777
7766.7,0.1766963777
7773.1,0.1766963777
7780.5,0.1766963777
7786.8,0.1766963777
7794.2,0.1766963777
7801.5,0.1766963777
7808.8,0.1766963777
7816.1,0.1766963777
7822.5,0.1766963777
7829.9,0.1766963777
7837.1,0.1766963777
7845.4,0.1766963777
7852.7,0.1766963777
7860,0.1766963777
7866.5,0.1766963777
7873.7,0.1766963777
7881,0.1766963777
7887.4,0.1766963777
7894.7,0.1766963777
7902,0.1766963777
7910.3,0.1766963777
7916.7,0.1766963777
7923.2,0.1766963777
7930.5,0.1766963777
7936.1,0.1766963777
7942.5,0.1766963777
7948.9,0.1766963777
7955.2,0.1766963777
7961.6,0.1766963777
7967.9,0.1766963777
7973.3,0.1766963777
7979.7,0.1766963777
7986,0.1766963777
7993.4,0.1766963777
7998.8,0.1766963777
8004.4,0.1766963777
8010.8,0.1766963777
8016.3,0.1766963777
8022.6,0.1766963777
8029,0.1766963777
8035.3,0.1766963777
8041.7,0.1766963777
8048.9,0.1766963777
8058,0.1766963777
8067.1,0.1766963777
8076.3,0.1766963777
8086.2,0.1766963777
8095.4,0.1766963777
8103.6,0.1766963777
8112.7,0.1766963777
8120.9,0.1766963777
8129.1,0.1766963777
8136.5,0.1766963777
8144.6,0.1766963777
8152.9,0.1766963777
8160.1,0.1766963777
8168.3,0.1766963777
8176.5,0.1766963777
8183.8,0.1766963777
8191.1,0.1766963777
8198.4,0.1766963777
8205.6,0.1766963777
8213.8,0.1766963777
8221.1,0.1766963777
8228.3,0.1766963777
8235.7,0.1766963777
8242.9,0.1766963777
8250.2,0.1766963777
8256.6,0.1766963777
8263.9,0.1766963777
8272,0.1766963777
8278.5,0.1766963777
8285.7,0.1766963777
8293,0.1766963777
8299.4,0.1766963777
8306.8,0.1766963777
8314,0.1766963777
8321.4,0.1766963777
8327.7,0.1766963777
8334.2,0.1766963777
8341.4,0.1766963777
8348.7,0.1766963777
8355,0.1766963777
8362.4,0.1766963777
8368.8,0.1766963777
8375.1,0.1766963777
8381.6,0.1766963777
8388.9,0.1766963777
8394.4,0.1766963777
8400.8,0.1766963777
8406.3,0.1766963777
8412.7,0.1766963777
8420,0.1766963777
8426.4,0.1766963777
8432.8,0.1766963777
8440.2,0.1766963777
8446.5,0.1766963777
8453,0.1766963777
8460.3,0.1766963777
8466.7,0.1766963777
8473,0.1766963777
8479.4,0.1766963777
8485.8,0.1766963777
8492.2,0.1766963777
8499.5,0.1766963777
8505.8,0.1766963777
8511.3,0.1766963777
8517.6,0.1766963777
8524,0.1766963777
8530.4,0.1766963777
8536.8,0.1766963777
8543.2,0.1766963777
8550.5,0.1766963777
8557.7,0.1766963777
8564.2,0.1766963777
8571.5,0.1766963777
8578,0.1766963777
8584.4,0.1766963777
8590.8,0.1766963777
8597.2,0.1766963777
8603.6,0.1766963777
8609.9,0.1766963777
8616.3,0.1766963777
8623.6,0.1766963777
8630.9,0.1766963777
8637.3,0.1766963777
8644.5,0.1766963777
8651.8,0.1766963777
8658.2,0.1766963777
8664.7,0.1766963777
8672,0.1766963777
8678.5,0.1766963777
8685.8,0.1766963777
8693.2,0.1766963777
8699.6,0.1766963777
8706.9,0.1766963777
8714.2,0.1766963777
8721.5,0.1766963777
8728.9,0.1766963777
8737.3,0.1766963777
8744.7,0.1766963777
8752.9,0.1766963777
8760.3,0.1766963777
8767.6,0.1766963777
8775.8,0.1766963777
8783.1,0.1766963777
8790.3,0.1766963777
8798.6,0.1766963777
8805.8,0.1766963777
8814,0.1766963777
8821.3,0.1766963777
8829.5,0.1766963777
8836.8,0.1766963777
8844.1,0.1766963777
8852.3,0.1766963777
8859.6,0.1766963777
8866.9,0.1766963777
8875.1,0.1766963777
8882.4,0.1766963777
8889.8,0.1766963777
8897.1,0.1766963777
8905.3,0.1766963777
8912.6,0.1766963777
8920,0.1766963777
8927.3,0.1766963777
8934.9,0.1766963777
8942.2,0.1766963777
8949.6,0.1766963777
8957.2,0.1766963777
8964.7,0.1766963777
8971.2,0.1766963777
8978.8,0.1766963777
8986.1,0.1766963777
8992.8,0.1766963777
8999.6,0.1766963777
9006.9,0.1766963777
9013.6,0.1766963777
9020.1,0.1766963777
9027.4,0.1766963777
9034.1,0.1766963777
9040.6,0.1766963777
9048.2,0.1766963777
9054.6,0.1766963777
9061.1,0.1766963777
9067.8,0.1766963777
9074.2,0.1766963777
9080.7,0.1766963777
9087.4,0.1766963777
9094.1,0.1766963777
9100.6,0.1766963777
9107.3,0.1766963777
9113.8,0.1766963777
9120.2,0.1766963777
9126.9,0.1766963777
9134.3,0.1766963777
9140.7,0.1766963777
9147.2,0.1766963777
9152.7,0.1766963777
9159.2,0.1766963777
9165,0.1766963777
9171.5,0.1766963777
9177,0.1766963777
9182.9,0.1766963777
9189.4,0.1766963777
9194.8,0.1766963777
9201.2,0.1766963777
9206.8,0.1766963777
9213.5,0.1766963777
9219.1,0.1766963777
9225.5,0.1766963777
9232.3,0.1766963777
9237.8,0.1766963777
9244.5,0.1766963777
9251,0.1766963777
9256.9,0.1766963777
9263.3,0.1766963777
9268.9,0.1766963777
9275.3,0.1766963777
9280.9,0.1766963777
9287.6,0.1766963777
9293.1,0.1766963777
9299.6,0.1766963777
9306.3,0.1766963777
9311.9,0.1766963777
9318.3,0.1766963777
9323.9,0.1766963777
9330.6,0.1766963777
9336.1,0.1766963777
9342.6,0.1766963777
9349,0.1766963777
9354.6,0.1766963777
9360.5,0.1766963777
9366.9,0.1766963777
9372.5,0.1766963777
9378.9,0.1766963777
9384.8,0.1766963777
9391.2,0.1766963777
9396.8,0.1766963777
9403.5,0.1766963777
9409.1,0.1766963777
9415.5,0.1766963777
9421.1,0.1766963777
9426.6,0.1766963777
9432.2,0.1766963777
9438.9,0.1766963777
9444.5,0.1766963777
9450,0.1766963777
9455.6,0.1766963777
9462,0.1766963777
9467.6,0.1766963777
9473.1,0.1766963777
9479.8,0.1766963777
9485.4,0.1766963777
9491,0.1766963777
9497.4,0.1766963777
9503.3,0.1766963777
9508.8,0.1766963777
9515.3,0.1766963777
9520.8,0.1766963777
9526.4,0.1766963777
9531.9,0.1766963777
9538.4,0.1766963777
9543.9,0.1766963777
9549.5,0.1766963777
9555.4,0.1766963777
9561.7,0.1766963777
9567.3,0.1766963777
9572.7,0.1766963777
9579.2,0.1766963777
9584.6,0.1766963777
9590.2,0.1766963777
9596.6,0.1766963777
9602,0.1766963777
9608.5,0.1766963777
9613.9,0.1766963777
9619.5,0.1766963777
9624,0.1766963777
9629.6,0.1766963777
9635.1,0.1766963777
9641,0.1766963777
9646.9,0.1766963777
9652.8,0.1766963777
9658.6,0.1766963777
9664.5,0.1766963777
9670.9,0.1766963777
9676.8,0.1766963777
9681.8,0.1766963777
9692,0.1766963777
9696.9,0.1766963777
9701.4,0.1766963777
9705.9,0.1766963777
9710.7,0.1766963777
9714.5,0.1766963777
9720.3,0.1766963777
9724.6,0.1766963777
9728.8,0.1766963777
9733.8,0.1766963777
9737.3,0.1766963777
9740.8,0.1766963777
9745,0.1766963777
9748,0.1766963777
9751.5,0.1766963777
9754.4,0.1766963777
9757.9,0.1766963777
9760.9,0.1766963777
9763.8,0.1766963777
9767.3,0.1766963777
9770.3,0.1766963777
9772.4,0.1766963777
9775.9,0.1766963777
9778,0.1766963777
9781,0.1766963777
9783.1,0.1766963777
9786,0.1766963777
9788.1,0.1766963777
9790.2,0.1766963777
9792.6,0.1766963777
9795,0.1766963777
9797.3,0.1766963777
9799.5,0.1766963777
9801.7,0.1766963777
9804.1,0.1766963777
9806.5,0.1766963777
9808.9,0.1766963777
9811,0.1766963777
9813.9,0.1766963777
9816,0.1766963777
9818.9,0.1766963777
9821,0.1766963777
9823.9,0.1766963777
9827.4,0.1766963777
9830.3,0.1766963777
9832.4,0.1766963777
9835.4,0.1766963777
9838.2,0.1766963777
9841.2,0.1766963777
9844,0.1766963777
9847,0.1766963777
9849.1,0.1766963777
9852,0.1766963777
9855,0.1766963777
9857.9,0.1766963777
9860.1,0.1766963777
9863.6,0.1766963777
9865.7,0.1766963777
9867.8,0.1766963777
9870,0.1766963777
9872.1,0.1766963777
9875.6,0.1766963777
9878.5,0.1766963777
9880.7,0.1766963777
9884.2,0.1766963777
9886.3,0.1766963777
9889.8,0.1766963777
9892.8,0.1766963777
9895.6,0.1766963777
9898.5,0.1766963777
9902,0.1766963777
9904.4,0.1766963777
9907.3,0.1766963777
9910.1,0.1766963777
9913,0.1766963777
9915.9,0.1766963777
9918.3,0.1766963777
9920.7,0.1766963777
9924.1,0.1766963777
9927.6,0.1766963777
9930,0.1766963777
9933.3,0.1766963777
9935.7,0.1766963777
9939.2,0.1766963777
9941.4,0.1766963777
9944.9,0.1766963777
9948.2,0.1766963777
9950.4,0.1766963777
9953.8,0.1766963777
9956.2,0.1766963777
9959.5,0.1766963777
9961.7,0.1766963777
9964.1,0.1766963777
9966.5,0.1766963777
9968.9,0.1766963777
9971.3,0.1766963777
9974.2,0.1766963777
9977.7,0.1766963777
9980.6,0.1766963777
9983.5,0.1766963777
9987.8,0.1766963777
9991.3,0.1766963777
9994.8,0.1766963777
9998.6,0.1766963777
10002.1,0.1766963777
10005.6,0.1766963777
10008.6,0.1766963777
10012.4,0.1766963777
10016.2,0.1766963777
10019.1,0.1766963777
10022.9,0.1766963777
10026.7,0.1766963777
10029.4,0.1766963777
10033,0.1766963777
10036,0.1766963777
10039.8,0.1766963777
10042.5,0.1766963777
10046.3,0.1766963777
10049.2,0.1766963777
10052.8,0.1766963777
10056.5,0.1766963777
10059.4,0.1766963777
10063,0.1766963777
10066,0.1766963777
10069.6,0.1766963777
10073.4,0.1766963777
10076.1,0.1766963777
10079.9,0.1766963777
10084.6,0.1766963777
10089.1,0.1766963777
10092.9,0.1766963777
10097.6,0.1766963777
