distance,Wind speed @ 1m
10102.2,0.1766963777
10106.8,0.1766963777
10113.2,0.1766963777
10118.8,0.1766963777
10125.2,0.1766963777
10130.8,0.1766963777
10137.2,0.1766963777
10143.7,0.1766963777
10150,0.1766963777
10156.5,0.1766963777
10163.8,0.1766963777
10171.1,0.1766963777
10178.5,0.1766963777
10185.8,0.1766963777
10193.2,0.1766963777
10200.4,0.1766963777
10207.8,0.1766963777
10215.1,0.1766963777
10223.3,0.1766963777
10230.7,0.1766963777
10238.9,0.1766963777
10246.3,0.1766963777
10254.5,0.1766963777
10261.8,0.1766963777
10271,0.1766963777
10281,0.1766963777
10289.2,0.1766963777
10296.5,0.1766963777
10304.1,0.1766963777
10312.1,0.1766963777
10320.1,0.1766963777
10327.8,0.1766963777
10335.6,0.1766963777
10342.7,0.1766963777
10351.9,0.1766963777
10359.6,0.1766963777
10366.7,0.1766963777
10374.4,0.1766963777
10382.2,0.1766963777
10389.9,0.1766963777
10397,0.1766963777
10404,0.1766963777
10415.7,0.1766963777
10464,0.1766963777
10503.7,0.1766963777
10538.7,0.1766963777
10574.4,0.1766963777
10606.1,0.5693234419
10697.6,0.5693234419
10789.1,0.5693234419
10880.5,0.5693234419
10972,0.5693234419
11010.4,0.5693234419
11048.6,0.5693234419
11059.2,0.5693234419
11073.5,0.5693234419
11107.1,0.5693234419
11134.2,0.5693234419
11151.5,0.5693234419
11172.6,0.5693234419
11188.7,0.5693234419
11243.3,0.5693234419
11297.9,0.5693234419
11327.7,0.5693234419
11349,0.5693234419
11428.4,0.5693234419
11507.9,0.5693234419
11569.8,0.5693234419
11618.1,0.5693234419
11672.6,0.5693234419
11727.2,0.5693234419
11752.6,0.5693234419
11778.1,0.5693234419
11819.8,0.5693234419
11872.7,0.5693234419
11925.5,0.5693234419
11952.8,0.5693234419
12009.7,0.5693234419
12084,0.5693234419
12156.8,0.5693234419
12239.9,0.5693234419
12323,0.5693234419
12394.6,0.5693234419
12441.5,0.5693234419
12513.6,0.5693234419
12534.4,0.5693234419
12560,0.5693234419
12648.4,0.5693234419
12734.9,0.5693234419
12825.7,0.5693234419
12913.1,0.5693234419
13000.5,0.5693234419
13053.2,0.5693234419
13105.8,0.5693234419
13139,0.5693234419
13170.9,0.5693234419
13213.5,0.5693234419
13292,0.5693234419
13370.5,0.5693234419
13430.9,0.5693234419
13486.3,0.5693234419
13562.7,0.5693234419
13636.3,0.5693234419
13709.9,0.5693234419
13801.1,0.5693234419
13892.2,0.5693234419
13983.4,0.5693234419
14074.6,0.5693234419
14165.8,0.5693234419
14257,0.5693234419
14323.3,0.5693234419
14389.6,0.5693234419
14426.7,0.5693234419
14494,0.5693234419
14558.1,0.5693234419
14622.2,0.5693234419
14702.1,0.5693234419
14782,0.5693234419
14836.4,0.5693234419
14846.3,0.5693234419
14863.9,0.5693234419
14882.5,0.5693234419
14945.5,0.5693234419
15004.2,0.5693234419
15017.2,0.5693234419
15029.6,0.5693234419
15090.8,0.5693234419
15145.6,0.8228161799
15155.6,0.8228161799
15182.3,0.8228161799
15190.1,0.8228161799
15198.7,0.8228161799
15205.9,0.8228161799
15213,0.8228161799
15237,0.8228161799
15254.7,0.8228161799
15263.2,0.8228161799
15272.3,0.8228161799
15280.8,0.8228161799
15290,0.8228161799
15333.7,0.8228161799
15397.7,0.8228161799
15451.3,0.8228161799
15461.1,0.8228161799
15481.1,0.8228161799
15491.6,0.8228161799
15502.9,0.8228161799
15513.4,0.8228161799
15524.7,0.8228161799
15535.2,0.8228161799
15545.7,0.8228161799
15555.6,0.8228161799
15564.1,0.8228161799
15571.9,0.8228161799
15577.5,0.8228161799
15581.8,0.8228161799
15585.6,0.8228161799
15588.9,0.8228161799
15603,0.8228161799
15606.5,0.8228161799
15619.3,0.8228161799
15622.6,0.8228161799
15631.6,0.8228161799
15638.8,0.8228161799
15660.3,0.8228161799
15710.2,0.8228161799
15716,0.8228161799
15735.7,0.8228161799
15740.9,0.8228161799
15745.2,0.8228161799
15750.4,0.8228161799
15756.1,0.8228161799
15761.9,0.8228161799
15798.9,0.8228161799
15825.6,0.8228161799
15830.8,0.8228161799
15836,0.8228161799
15856.8,0.8228161799
15886.4,0.8228161799
15892.2,0.8228161799
15899.1,0.8228161799
15905.9,0.8228161799
15912.8,0.8228161799
15919.5,0.8228161799
15926.3,0.8228161799
15932.9,0.8228161799
15939.6,0.8228161799
15945.2,0.8228161799
15952,0.8228161799
15965,0.8228161799
15970.9,0.8228161799
15976.7,0.8228161799
15983.4,0.8228161799
15989.1,0.8228161799
16002,0.8228161799
16019.6,0.8228161799
16026,0.8228161799
16031.6,0.8228161799
16041.7,0.8228161799
16046.8,0.8228161799
16051,0.8228161799
16056.1,0.8228161799
16060.3,0.8228161799
16064.1,0.8228161799
16068.4,0.8228161799
16071.9,0.8228161799
16076.1,0.8228161799
16079.9,0.8228161799
16083.7,0.8228161799
16088.8,0.8228161799
16092.6,0.8228161799
16096.4,0.8228161799
16100,0.8228161799
16104.7,0.8228161799
16108.3,0.8228161799
16122.8,0.8228161799
16127.4,0.8228161799
16131,0.8228161799
16134.6,0.8228161799
16139.2,0.8228161799
16147.4,0.8228161799
16151,0.8228161799
16154.6,0.8228161799
16159.2,0.8228161799
16162.8,0.8228161799
16167.5,0.8228161799
16184.7,0.8228161799
16188.5,0.8228161799
16193.1,0.8228161799
16196.7,0.8228161799
16200.3,0.8228161799
16208.5,0.8228161799
16213.1,0.8228161799
16216.7,0.8228161799
16220.5,0.8228161799
16225,0.8228161799
16233.2,0.8228161799
16236.8,0.8228161799
16241.4,0.8228161799
16245.2,0.8228161799
16248.8,0.8228161799
16256.9,0.8228161799
16260.6,0.8228161799
16265.2,0.8228161799
16268.9,0.8228161799
16272.5,0.8228161799
16284.3,0.8228161799
16288.9,0.8228161799
16292.6,0.8228161799
16296.2,0.8228161799
16299.8,0.8228161799
16304.5,0.8228161799
16308.1,0.8228161799
16311.7,0.8228161799
16315.4,0.8228161799
16319.9,0.8228161799
16335.4,0.8228161799
16339.9,0.8228161799
16343.5,0.8228161799
16348.1,0.8228161799
16351.7,0.8228161799
16359.9,0.8228161799
16364.4,0.8228161799
16368.1,0.8228161799
16372.6,0.8228161799
16376.2,0.8228161799
16398,0.8228161799
16402.6,0.8228161799
16406.2,0.8228161799
16410.7,0.8228161799
16415.4,0.8228161799
16423.6,0.8228161799
16427.2,0.8228161799
16431,0.8228161799
16434.8,0.8228161799
16438.6,0.8228161799
16450,0.8228161799
16453.8,0.8228161799
16457.3,0.8228161799
16465.1,0.8228161799
16475.7,0.8228161799
16496.8,0.8228161799
16499,0.8228161799
16500.1,0.8228161799
16507.7,0.8228161799
16516.3,0.8228161799
16538.4,0.8228161799
16561.3,0.8228161799
16568,0.8228161799
16573.7,0.8228161799
16579.5,0.8228161799
16586.1,0.8228161799
16604.2,0.8228161799
16643.6,0.8228161799
16650.2,0.8228161799
16656.6,0.8228161799
16663.2,0.8228161799
16670.4,0.8228161799
16678,0.8228161799
16683.8,0.8228161799
16712.4,0.8228161799
16740,0.8228161799
16769.3,0.8228161799
16816.4,0.8228161799
16825,0.8228161799
16832.1,0.8228161799
16840.8,0.8228161799
16847.9,0.8228161799
16884.7,0.8228161799
16898.1,0.8228161799
16912.5,0.8228161799
16928.9,0.8228161799
16978.1,0.8228161799
16983.5,0.8228161799
16994,0.8228161799
17006.1,0.8228161799
17011,0.8228161799
17022.3,0.8228161799
17037.8,0.8228161799
17042.7,0.8228161799
17046.5,0.8228161799
17050.8,0.8228161799
17055.7,0.8228161799
17064.1,0.8228161799
17068.4,0.8228161799
17073.7,0.8228161799
17078,0.8228161799
17082.3,0.8228161799
17087.5,0.8228161799
17091.8,0.8228161799
17097,0.8228161799
17099.9,0.8228161799
17105.1,0.8228161799
17109.4,0.8228161799
17113.2,0.8228161799
17118.4,0.8228161799
17122.7,0.8228161799
17127,0.8228161799
17131.3,0.8228161799
17135.6,0.8228161799
17139.9,0.8228161799
17144.2,0.8228161799
17148.5,0.8228161799
17152.8,0.8228161799
17157.1,0.8228161799
17161.4,0.8228161799
17169.8,0.8228161799
17174.1,0.8228161799
17177.6,0.8228161799
17186.8,0.8228161799
17198.1,0.8228161799
17201.6,0.8228161799
17205.9,0.8228161799
17220.7,0.8228161799
17235.5,0.8228161799
17249,0.8228161799
17264.6,0.8228161799
17277.9,0.8228161799
17292.7,0.8228161799
17308.2,1
17323.6,1
17340,1
17354.7,1
17370.1,1
17385.5,1
17401.9,1
17418.2,1
17434.5,1
17451.8,1
17469,1
17487.3,1
17503.9,1
17521.5,1
17537.7,1
17554.8,1
17575.8,1
17598.5,1
17611.1,1
17623.1,1
17634.3,1
17647,1
17658.3,1
17669.5,1
17682.2,1
17694.1,1
17706.1,1
17718.7,1
17731.4,1
17744,1
17756.7,1
17769.3,1
17782,1
17795.3,1
17808,1
17821.4,1
17834,1
17848.1,1
17860.7,1
17874.1,1
17886.7,1
17900.8,1
17913.4,1
17926.8,1
17939.5,1
17952.8,1
17966.2,1
17978.1,1
17991.5,1
18004.9,1
18017.5,1
18030.9,1
18043.5,1
18056.9,1
18068.9,1
18081.5,1
18094.2,1
18106.9,1
18119.5,1
18132.9,1
18144.8,1
18157.5,1
18169.4,1
18182.1,1
18194,1
18206.7,1
18217.9,1
18228.5,1
18238.3,1
18246.8,1
18255.3,1
18263.7,1
18271.5,1
18277.3,1
18284.9,1
18291.3,1
18298.9,1
18306.6,1
18316.1,1
18325.7,1
18338,1
18350.3,1
18363.8,1
18378.5,1
18394.3,1
18410,1
18427.1,1
18444.1,1
18462,1
18480,1
18498.1,1
18516.2,1
18534.8,1
18554.4,1
18573,1
18591.7,1
18610.3,1
18629,1
18647.1,1
18666.3,1
18684.1,1
18701.3,1
18718.5,1
18735.7,1
18751.5,1
18766.8,1
18781.7,1
18796,1
18811.3,1
18825.1,1
18838.3,1
18851.7,1
18865.5,1
18878.9,1
18891.7,1
18905.1,1
18918.8,1
18934.5,1
18948.3,1
18963.5,1
18978.6,1
18994.8,1
19010.6,1
19025.7,1
19042.8,1
19058.6,1
19074.2,1
19090.9,1
19107.7,1
19123.7,1
19140.2,1
19156.3,1
19173.9,1
19190.3,1
19207.2,1
19222.8,1
19238.4,1
19254.8,1
19269.6,1
19284.3,1
19298,1
19310.9,1
19325.2,1
19337.8,1
19350.5,1
19362.5,1
19373.8,1
19385.2,1
19396.2,1
19406.6,1
19417.5,1
19427.9,1
19438.4,1
19448.4,1
19457.9,1
19467.4,1
19476.9,1
19485.9,1
19495.4,1
19504.9,1
19513,1
19522.8,1
19531.3,1
19539.2,1
19548.9,1
19558.9,1
19568.3,1
19578.9,1
19589.6,1
19601,1
19612.4,1
19624.4,1
19637.5,1
19649.2,1
19661.5,1
19675,1
19688.3,1
19701.7,1
19715.1,1
19729.7,1
19743.1,1
19756.7,1
19770.2,1
19785.9,1
19799.3,1
19814.9,1
19829.3,1
19843.8,1
19858.3,1
19872.9,1
19888.9,1
19903.3,1
19918,1
19934.2,1
19949.4,1
19964.6,1
19980.8,1
19995.5,1
20010.7,1
20027.3,1
20043.5,1
20059.1,1
20075.3,1
20092.5,1
20110.1,1
20127,1
20144.6,1
20162.8,1
20181.2,1
20199.5,1
20215.8,1
20234,1
20250.9,1
20266.4,1
20283.3,1
20298.8,1
20312.9,1
20327,1
20339.6,1
20351.1,1
20362.3,1
20372.8,1
20382,1
20390.4,1
20399.7,1
20409.6,1
20419.5,1
20428,1
20437.9,1
20447.2,1
20455.7,1
20465.5,1
20473.3,1
20481.3,1
20489.8,1
20497.8,1
20505.5,1
20512.7,1
20520.4,1
20527.5,1
20534.6,1
20541.7,1
20548.7,1
20555.1,1
20562.1,1
20567.7,1
20574.8,1
20581.1,1
20586.8,1
20592.5,1
20598.2,1
20604,1
20609.7,1
20615.4,1
20622.1,1
20627.3,1
20632.5,1
20638.3,1
20644.2,1
20650.9,1
20657.7,1
20663.3,1
20670.5,1
20677.1,1
20684.3,1
20690.7,1
20698.4,1
20706.9,1
20714.9,1
20723.4,1
20732.2,1
20741.5,1
20750.7,1
20759.8,1
20768.9,1
20778.2,1
20787.6,1
20797.6,1
20807.6,1
20815.9,1
20826,1
20835,1
20843.9,1
20852.9,1
20860.7,1
20867.9,1
20875.9,1
20883.5,1
20890.7,1
20897.8,1
20905,1
20910.6,1
20916.3,1
20923.4,1
20928.9,1
20935.3,1
20942.5,1
20948.9,1
20956.7,1
20963.8,1
20971.6,1
20980.2,1
20988.8,1
20998,1
21007.2,1
21016.4,1
21026.3,1
21036.2,1
21045.3,1
21055.2,1
21064.3,1
21074.2,1
21082.7,1
21093.3,1
21102.1,1
21110.4,1
21118.8,1
21128,1
21136.1,1
21143.5,1
21151,1
21157.8,1
21164.5,1
21171.5,1
21177.2,1
21182.9,1
21189.5,1
21195.4,1
21201,1
21206.6,1
21212.3,1
21218.1,1
21224.8,1
21231.4,1
21237.8,1
21246.2,1
21253.2,1
21260.2,1
21268,1
21276.4,1
21284.9,1
21293.3,1
21302.4,1
21311.6,1
21320.7,1
21330.6,1
21340.5,1
21350.3,1
21360.2,1
21370.7,1
21381.3,1
21391.1,1
21401.6,1
21411.5,1
21422.8,1
21433.3,1
21444.6,1
21455.1,1
21465.7,1
21476.2,1
21488.2,1
21499.4,1
21510.7,1
21523.4,1
21533.9,1
21545.8,1
21557.8,1
21569.1,1
21581,1
21592.3,1
21604.2,1
21616.2,1
21627.4,1
21639.4,1
21650.6,1
21662.6,1
21674.5,1
21685.8,1
21697.7,1
21710.4,1
21721.6,1
21733.6,1
21746.2,1
21758.2,1
21770.2,1
21782.1,1
21794.8,1
21811.7,1
21820.8,1
21832.8,1
21845.4,1
21857.4,1
21869.4,1
21882,1
21894,1
21905.9,1
21917.2,1
21929.1,1
21941.1,1
21953.1,1
21965,1
21977,1
21989,1
22000.9,1
22012.2,1
22024.1,1
22036.1,1
22048.1,1
22060,1
22072.7,1
22084.7,1
22090.2,1
22137.7,1
22164.4,1
22192.5,1
22219.9,1
22248.1,1
22275.5,1
22303.6,1
22331,1
22357.8,1
22384.5,1
22411.2,1
22437.2,1
22463.2,1
22490,1
22516.7,1
22543.4,1
22570.8,1
22599,1
22625.7,1
22653.8,1
22681.3,1
22710.1,1
22738.2,1
22767.7,1
22795.2,1
22820.6,1
22842.4,1
22857.9,1
22874.1,1
22891.4,1
22909.6,1
22928.6,1
22948.6,1
22968.8,1
22985.4,1
23000,1
23016.9,1
23029.5,0.8228161799
23038.5,0.8228161799
23052.9,0.8228161799
23073.4,0.8228161799
23096.1,0.8228161799
23109.6,0.8228161799
23125,0.8228161799
23133.8,0.8228161799
23141.8,0.8228161799
23151,0.8228161799
23167.3,0.8228161799
23176.3,0.8228161799
23184.6,0.8228161799
23193.7,0.8228161799
23212.6,0.8228161799
23221.7,0.8228161799
23231.7,0.8228161799
23240.7,0.8228161799
23260.8,0.8228161799
23270.9,0.8228161799
23281.1,0.8228161799
23291.1,0.8228161799
23311.2,0.8228161799
23321.2,0.8228161799
23332.3,0.8228161799
23342.4,0.8228161799
23352.5,0.8228161799
23373.3,0.8228161799
23383.7,0.8228161799
23393,0.8228161799
23411.1,0.8228161799
23420.2,0.8228161799
23429.2,0.8228161799
23437.2,0.8228161799
23446.2,0.8228161799
23461.5,0.8228161799
23470.1,0.8228161799
23477.2,0.8228161799
23493.6,0.8228161799
23501.4,0.8228161799
23517,0.8228161799
23524.7,0.8228161799
23541.1,0.8228161799
23548.9,0.8228161799
23557.3,0.8228161799
23573.7,0.8228161799
23582.1,0.8228161799
23589.9,0.8228161799
23606.9,0.8228161799
23614.7,0.8228161799
23623.9,0.8228161799
23632.5,0.8228161799
23640.3,0.8228161799
23657.2,0.8228161799
23665.7,0.8228161799
23674.3,0.8228161799
23682.7,0.8228161799
23699.1,0.8228161799
23706.9,0.8228161799
23715.5,0.8228161799
23723.3,0.8228161799
23739.6,0.8228161799
23748.2,0.8228161799
23756.3,0.8228161799
23764.1,0.8228161799
23780.7,0.8228161799
23788.5,0.8228161799
23796.6,0.8228161799
23805.2,0.8228161799
23821,0.8228161799
23828.8,0.8228161799
23837.4,0.8228161799
23845.4,0.8228161799
23862.1,0.8228161799
23869.7,0.8228161799
23877.3,0.8228161799
23885.3,0.8228161799
23902,0.8228161799
23909.9,0.8228161799
23918.2,0.8228161799
23933.8,0.8228161799
23942.4,0.8228161799
23950.5,0.8228161799
23957.7,0.8228161799
23967.2,0.8228161799
23983.8,0.8228161799
23991.9,0.8228161799
24000,0.8228161799
24008.6,0.8228161799
24025.2,0.8228161799
24033.3,0.8228161799
24042.3,0.8228161799
24050.9,0.8228161799
24059,0.8228161799
24074.8,0.8228161799
24083.4,0.8228161799
24091.2,0.8228161799
24108,0.8228161799
24116.6,0.8228161799
24142.6,0.8228161799
24151.9,0.8228161799
24171,0.8228161799
24181,0.8228161799
24201.9,0.8228161799
24211.9,0.8228161799
24221.9,0.8228161799
24241.9,0.8228161799
24251,0.8228161799
24260.9,0.8228161799
24270.9,0.8228161799
24290.9,0.8228161799
24300.9,0.8228161799
24310.8,0.8228161799
24321.8,0.8228161799
24342.6,0.8228161799
24353.6,0.8228161799
24364.5,0.8228161799
24375.4,0.8228161799
24386.3,0.8228161799
24408,0.8228161799
24419,0.8228161799
24429.9,0.8228161799
24441.7,0.8228161799
24462.5,0.8228161799
24472.8,0.8228161799
24483.7,0.8228161799
24494.2,0.8228161799
24516.5,0.8228161799
24528.2,0.8228161799
24539.6,0.8228161799
24551.1,0.8228161799
24574.3,0.8228161799
24585.6,0.8228161799
24596.2,0.8228161799
24607.1,0.8228161799
24628.5,0.8228161799
24638.5,0.8228161799
24648.1,0.8228161799
24658.5,0.8228161799
24684.2,0.8228161799
24722.3,0.8228161799
24760.3,0.8228161799
24796.3,0.8228161799
24828.2,0.8228161799
24850.9,0.8228161799
24869.8,0.8228161799
24903.5,0.8228161799
24927,0.8228161799
24935.1,0.8228161799
24952.7,0.8228161799
24962.7,0.8228161799
24971.3,0.8228161799
24981.8,0.8228161799
24990.8,0.8228161799
25000.3,0.8228161799
25010.2,0.8228161799
25019.7,0.8228161799
25029.2,0.8228161799
25039.3,0.8228161799
25048.8,0.8228161799
25058.3,0.8228161799
25068.3,0.8228161799
25077.8,0.8228161799
25087.9,0.8228161799
25098.3,0.8228161799
25108.3,0.8228161799
25118.8,0.8228161799
25128.3,0.8228161799
25137.8,0.8228161799
25200.4,0.8228161799
25209.8,0.8228161799
25219.3,0.8228161799
25228.8,0.8228161799
25238.3,0.8228161799
25247.3,0.8228161799
25256,0.8228161799
25285.4,0.8228161799
25295.8,0.8228161799
25304.8,0.8228161799
25315.2,0.8228161799
25325.7,0.8228161799
25347.5,0.8228161799
25357.9,0.8228161799
25368.3,0.8228161799
25378.7,0.8228161799
25390.1,0.8228161799
25401.5,0.8228161799
25414.3,0.8228161799
25425.7,0.8228161799
25438.5,0.8228161799
25452.3,0.8228161799
25464.7,0.8228161799
25478.5,0.8228161799
25492.2,0.8228161799
25505.6,0.8228161799
25519.4,0.8228161799
25532.8,0.8228161799
25546.6,0.8228161799
25562.4,0.8228161799
25576.6,0.8228161799
25592.4,0.8228161799
25608.2,0.8228161799
25624.1,0.8228161799
25640.1,0.8228161799
25655.7,0.8228161799
25672.4,0.8228161799
25689.2,0.8228161799
25705,0.8228161799
25720.8,0.5693234419
25736.6,0.5693234419
25751.5,0.5693234419
25765.1,0.5693234419
25780.9,0.5693234419
25794.5,0.5693234419
25806.9,0.5693234419
25818.2,0.5693234419
25829.4,0.5693234419
25838.3,0.5693234419
25848.3,0.5693234419
25855,0.5693234419
25862.8,0.5693234419
25868.4,0.5693234419
25874,0.5693234419
25879.6,0.5693234419
25884.2,0.5693234419
25889.8,0.5693234419
25894.3,0.5693234419
25898.9,0.5693234419
25903.4,0.5693234419
25906.7,0.5693234419
25910.2,0.5693234419
25914.7,0.5693234419
25918.2,0.5693234419
25921.5,0.5693234419
25933.2,0.5693234419
25936.7,0.5693234419
25941.2,0.5693234419
25944.6,0.5693234419
25948,0.5693234419
25957.6,0.5693234419
25961.1,0.5693234419
25964,0.5693234419
25967.4,0.5693234419
25969.8,0.5693234419
25976.4,0.5693234419
25979.9,0.5693234419
25982.3,0.5693234419
25985.2,0.5693234419
25988,0.5693234419
25991.8,0.5693234419
26005.6,0.5693234419
26008,0.5693234419
26010.9,0.5693234419
26013.3,0.5693234419
26017.1,0.5693234419
26019.5,0.5693234419
26036.6,0.5693234419
26041.8,0.5693234419
26044.6,0.5693234419
26047,0.5693234419
26049.4,0.5693234419
26052.3,0.5693234419
26063,0.5693234419
26071,0.5693234419
26073.2,0.5693234419
26075.6,0.5693234419
26077.7,0.5693234419
26080.6,0.5693234419
26085.8,0.5693234419
26087.9,0.5693234419
26090.3,0.5693234419
26093.2,0.5693234419
26095.6,0.5693234419
26097,0.5693234419
26107.9,0.5693234419
26122.6,0.5693234419
26125.5,0.5693234419
26126.9,0.5693234419
26129.8,0.5693234419
26132.7,0.5693234419
26158.8,0.5693234419
26186.4,0.5693234419
26208.3,0.5693234419
26214.6,0.5693234419
26218.1,0.5693234419
26221,0.5693234419
26223.9,0.5693234419
26226.3,0.5693234419
26231.9,0.5693234419
26257.5,0.5693234419
26284.5,0.5693234419
26306,0.5693234419
26319.5,0.5693234419
26320.4,0.5693234419
26321.9,0.5693234419
26420.2,0.5693234419
26467.8,0.5693234419
26556.1,0.5693234419
26607,0.5693234419
26657.8,0.5693234419
26695.6,0.5693234419
26716,0.5693234419
26731.1,0.5693234419
26753.4,0.5693234419
26771.2,0.5693234419
26802.1,0.5693234419
26815.5,0.5693234419
26885.8,0.5693234419
26900.7,0.5693234419
26918.5,0.5693234419
26928.7,0.5693234419
26994.2,0.5693234419
27019,0.5693234419
27039,0.5693234419
27054.2,0.5693234419
27058.8,0.5693234419
27064.7,0.5693234419
27069.4,0.5693234419
27075.8,0.5693234419
27082.3,0.5693234419
27087.8,0.5693234419
27093.4,0.5693234419
27099.8,0.1766963777
27105.4,0.1766963777
27110.9,0.1766963777
27117.4,0.1766963777
27123.8,0.1766963777
27129.7,0.1766963777
27136.1,0.1766963777
27142.6,0.1766963777
27149,0.1766963777
27155.5,0.1766963777
27162.2,0.1766963777
27169.5,0.1766963777
27176,0.1766963777
27183.6,0.1766963777
27190.9,0.1766963777
27198.3,0.1766963777
27205,0.1766963777
27212.3,0.1766963777
27219.7,0.1766963777
27226.4,0.1766963777
27233.7,0.1766963777
27241.1,0.1766963777
27247.8,0.1766963777
27255.1,0.1766963777
27262.5,0.1766963777
27269.2,0.1766963777
27276.5,0.1766963777
27284.1,0.1766963777
27291.5,0.1766963777
27298.8,0.1766963777
27306.4,0.1766963777
27313.7,0.1766963777
27321.3,0.1766963777
27329.6,0.1766963777
27337.2,0.1766963777
27344.5,0.1766963777
27352.1,0.1766963777
27359.4,0.1766963777
27366.8,0.1766963777
27374.4,0.1766963777
27381.7,0.1766963777
27389.3,0.1766963777
27396.6,0.1766963777
27403.3,0.1766963777
27410.9,0.1766963777
27417.7,0.1766963777
27425.4,0.1766963777
27432.6,0.1766963777
27440.4,0.1766963777
27447.4,0.1766963777
27454.4,0.1766963777
27461.6,0.1766963777
27468.6,0.1766963777
27476.4,0.1766963777
27482.7,0.1766963777
27490.5,0.1766963777
27497.5,0.1766963777
27504.6,0.1766963777
27511.6,0.1766963777
27518.8,0.1766963777
27525.8,0.1766963777
27532.1,0.1766963777
27538.5,0.1766963777
27544.9,0.1766963777
27551.9,0.1766963777
27558.3,0.1766963777
27565.4,0.1766963777
27571.8,0.1766963777
27578.2,0.1766963777
27585.2,0.1766963777
27590.8,0.1766963777
27597.2,0.1766963777
27603.5,0.1766963777
27610.6,0.1766963777
27616.9,0.1766963777
27623.9,0.1766963777
27629.6,0.1766963777
27635.9,0.1766963777
27642.3,0.1766963777
27648.6,0.1766963777
27655,0.1766963777
27660.6,0.1766963777
27667,0.1766963777
27673.3,0.1766963777
27679.7,0.1766963777
27686,0.1766963777
27692.4,0.1766963777
27698.7,0.1766963777
27705.4,0.1766963777
27711.1,0.1766963777
27717.4,0.1766963777
27722.7,0.1766963777
27729.3,0.1766963777
27735,0.1766963777
27740.3,0.1766963777
27746,0.1766963777
27751.7,0.1766963777
27756.9,0.1766963777
27761.9,0.1766963777
27767.1,0.1766963777
27772.3,0.1766963777
27777.2,0.1766963777
27782.4,0.1766963777
27787.7,0.1766963777
27793.4,0.1766963777
27798.6,0.1766963777
27804.4,0.1766963777
27809.6,0.1766963777
27813.9,0.1766963777
27819.6,0.1766963777
27824.8,0.1766963777
27830,0.1766963777
27834.3,0.1766963777
27838.1,0.1766963777
27842.4,0.1766963777
27846.2,0.1766963777
27850.5,0.1766963777
27854.3,0.1766963777
27857.9,0.1766963777
27861.7,0.1766963777
27865.5,0.1766963777
27869.8,0.1766963777
27874.1,0.1766963777
27878.4,0.1766963777
27882.7,0.1766963777
27887.6,0.1766963777
27892.5,0.1766963777
27896.8,0.1766963777
27901.1,0.1766963777
27904.6,0.1766963777
27909.6,0.1766963777
27913.4,0.1766963777
27918.5,0.1766963777
27922.3,0.1766963777
27927,0.1766963777
27930.8,0.1766963777
27934.5,0.1766963777
27937.3,0.1766963777
27941.9,0.1766963777
27945.7,0.1766963777
27949.4,0.1766963777
27953,0.1766963777
27956.6,0.1766963777
27959.6,0.1766963777
27963.3,0.1766963777
27966.1,0.1766963777
27970.7,0.1766963777
27974.4,0.1766963777
27978.2,0.1766963777
27981.8,0.1766963777
27985.4,0.1766963777
27989.2,0.1766963777
27993,0.1766963777
27996.8,0.1766963777
28001.3,0.1766963777
28005.1,0.1766963777
28009.8,0.1766963777
28013.4,0.1766963777
28017.2,0.1766963777
28020.8,0.1766963777
28024.6,0.1766963777
28029.3,0.1766963777
28032.2,0.1766963777
28036.9,0.1766963777
28040.5,0.1766963777
28044.3,0.1766963777
28049.4,0.1766963777
28053,0.1766963777
28056.8,0.1766963777
28060.4,0.1766963777
28064.2,0.1766963777
28067.9,0.1766963777
28071.7,0.1766963777
28075.4,0.1766963777
28079.1,0.1766963777
28083.6,0.1766963777
28088.3,0.1766963777
28092.9,0.1766963777
28097.5,0.1766963777
28102.1,0.1766963777
28106.8,0.1766963777
28111.4,0.1766963777
28116.9,0.1766963777
28121.4,0.1766963777
28127,0.1766963777
28132.5,0.1766963777
28137.1,0.1766963777
28142.6,0.1766963777
28148.2,0.1766963777
28153.7,0.1766963777
28159.3,0.1766963777
28164.7,0.1766963777
28170.3,0.1766963777
28175.7,0.1766963777
28182.2,0.1766963777
28187.6,0.1766963777
28193.2,0.1766963777
28199.6,0.1766963777
28206.1,0.1766963777
28212.5,0.1766963777
28218.1,0.1766963777
28224.5,0.1766963777
28230.1,0.1766963777
28235.9,0.1766963777
28242.4,0.1766963777
28250,0.1766963777
28257.3,0.1766963777
28264.7,0.1766963777
28272,0.1766963777
28279.3,0.1766963777
28286.7,0.1766963777
28294.3,0.1766963777
28301.6,0.1766963777
28309.2,0.1766963777
28317.4,0.1766963777
28324.8,0.1766963777
28332.4,0.1766963777
28340.8,0.1766963777
28349.1,0.1766963777
28358.4,0.1766963777
28366.8,0.1766963777
28375.1,0.1766963777
28383.5,0.1766963777
28393.2,0.1766963777
28401.7,0.1766963777
28411,0.1766963777
28420.7,0.1766963777
28430,0.1766963777
28439.3,0.1766963777
28448.7,0.1766963777
28457.1,0.1766963777
28466.5,0.1766963777
28475.8,0.1766963777
28485.2,0.1766963777
28493.6,0.1766963777
28503,0.1766963777
28512.3,0.1766963777
28521.6,0.1766963777
28531,0.1766963777
28539.4,0.1766963777
28548.8,0.1766963777
28557.9,0.1766963777
28567.2,0.1766963777
28576.6,0.1766963777
28585.9,0.1766963777
28595.1,0.1766963777
